subject,modeldate,party,approve_estimate,disapprove_estimate,timestamp
Biden,2021-28-07,I,57.115702,35.920946,2021-28-07 11:40
Biden,2021-28-07,D,89.999537,7.1915214,2021-28-07 11:40
Trump,2021-28-07,R,76.792488,19.971529,2021-28-07 11:40
Trump,2021-28-07,D,9.4143635,87.934516,2021-28-07 11:40
Trump,2021-27-07,D,9.4143635,87.934516,2021-28-07 11:40
Biden,2021-27-07,all,59.245527,35.101914,2021-28-07 11:40
Trump,2021-27-07,I,35.912502,57.484054,2021-28-07 11:40
Biden,2021-27-07,D,89.999537,7.1915214,2021-28-07 11:40
Biden,2021-27-07,R,27.309021,68.518081,2021-28-07 11:40
Trump,2021-27-07,all,38.942568,57.005674,2021-28-07 11:40
Biden,2021-27-07,I,57.115702,35.920946,2021-28-07 11:40
Trump,2021-27-07,R,76.792488,19.971529,2021-28-07 11:40
Biden,2021-26-07,D,90.223314,7.1871808,2021-26-07 17:15
Trump,2021-26-07,D,9.4143635,87.934516,2021-26-07 17:15
Biden,2021-26-07,I,58.328061,35.58188,2021-26-07 17:15
Trump,2021-26-07,I,35.912502,57.484054,2021-26-07 17:15
Biden,2021-26-07,R,27.989114,68.055302,2021-26-07 17:15
Trump,2021-26-07,R,76.792488,19.971529,2021-26-07 17:15
Biden,2021-26-07,all,59.795201,34.928308,2021-26-07 17:15
Trump,2021-26-07,all,38.942568,57.005674,2021-26-07 17:15
Biden,2021-25-07,D,89.54632,7.5313244,2021-26-07 08:55
Biden,2021-25-07,R,28.274657,67.723797,2021-26-07 08:55
Trump,2021-25-07,R,76.792488,19.971529,2021-26-07 08:55
Trump,2021-25-07,D,9.4143635,87.934516,2021-26-07 08:55
Trump,2021-25-07,I,35.912502,57.484054,2021-26-07 08:55
Trump,2021-25-07,all,38.942568,57.005674,2021-26-07 08:55
Biden,2021-25-07,all,59.302446,34.944598,2021-26-07 08:55
Biden,2021-25-07,I,57.564481,35.755557,2021-26-07 08:55
Trump,2021-24-07,R,76.792488,19.971529,2021-26-07 08:55
Trump,2021-24-07,all,38.942568,57.005674,2021-26-07 08:56
Biden,2021-24-07,R,28.274657,67.723797,2021-26-07 08:55
Trump,2021-24-07,D,9.4143635,87.934516,2021-26-07 08:55
Biden,2021-24-07,all,59.302446,34.944598,2021-26-07 08:55
Biden,2021-24-07,D,89.54632,7.5313244,2021-26-07 08:55
Trump,2021-24-07,I,35.912502,57.484054,2021-26-07 08:55
Biden,2021-24-07,I,57.564481,35.755557,2021-26-07 08:55
Biden,2021-23-07,D,89.54632,7.5313244,2021-23-07 11:10
Trump,2021-23-07,D,9.4143635,87.934516,2021-23-07 11:10
Biden,2021-23-07,I,57.564481,35.755557,2021-23-07 11:10
Trump,2021-23-07,I,35.912502,57.484054,2021-23-07 11:10
Biden,2021-23-07,R,28.274657,67.723797,2021-23-07 11:10
Trump,2021-23-07,R,76.792488,19.971529,2021-23-07 11:10
Biden,2021-23-07,all,59.230845,34.725091,2021-23-07 11:10
Trump,2021-23-07,all,38.942568,57.005674,2021-23-07 11:10
Trump,2021-22-07,D,9.4143635,87.934516,2021-23-07 09:30
Biden,2021-22-07,D,89.837107,7.211619,2021-23-07 09:30
Trump,2021-22-07,I,35.912502,57.484054,2021-23-07 09:30
Trump,2021-22-07,R,76.792488,19.971529,2021-23-07 09:30
Biden,2021-22-07,all,58.849573,34.621671,2021-23-07 09:30
Trump,2021-22-07,all,38.942568,57.005674,2021-23-07 09:30
Biden,2021-22-07,R,28.69737,66.93764,2021-23-07 09:30
Biden,2021-22-07,I,56.28872,36.50844,2021-23-07 09:30
Biden,2021-21-07,D,89.736583,7.2351537,2021-21-07 21:30
Trump,2021-21-07,D,9.4143635,87.934516,2021-21-07 21:30
Biden,2021-21-07,I,56.242481,36.730614,2021-21-07 21:30
Trump,2021-21-07,I,35.912502,57.484054,2021-21-07 21:30
Biden,2021-21-07,R,28.954547,66.632186,2021-21-07 21:30
Trump,2021-21-07,R,76.792488,19.971529,2021-21-07 21:30
Biden,2021-21-07,all,58.849573,34.621671,2021-21-07 21:30
Trump,2021-21-07,all,38.942568,57.005674,2021-21-07 21:30
Biden,2021-20-07,D,90.34656,6.9235428,2021-20-07 10:45
Trump,2021-20-07,D,9.4143635,87.934516,2021-20-07 10:45
Biden,2021-20-07,I,58.198468,34.455098,2021-20-07 10:45
Trump,2021-20-07,I,35.912502,57.484054,2021-20-07 10:45
Biden,2021-20-07,R,31.544354,63.950725,2021-20-07 10:45
Trump,2021-20-07,R,76.792488,19.971529,2021-20-07 10:45
Biden,2021-20-07,all,60.230215,32.383316,2021-20-07 10:45
Trump,2021-20-07,all,38.942568,57.005674,2021-20-07 10:45
Biden,2021-19-07,D,90.920742,6.5209321,2021-20-07 08:00
Trump,2021-19-07,I,35.912502,57.484054,2021-20-07 08:00
Biden,2021-19-07,R,31.324607,64.03667,2021-20-07 08:01
Trump,2021-19-07,R,76.792488,19.971529,2021-20-07 08:01
Trump,2021-19-07,D,9.4143635,87.934516,2021-20-07 08:00
Biden,2021-19-07,all,59.913669,32.590649,2021-20-07 08:01
Trump,2021-19-07,all,38.942568,57.005674,2021-20-07 08:01
Biden,2021-19-07,I,57.552725,35.338729,2021-20-07 08:00
Trump,2021-18-07,R,76.792488,19.971529,2021-20-07 08:01
Trump,2021-18-07,D,9.4143635,87.934516,2021-20-07 08:00
Biden,2021-18-07,all,59.913669,32.590649,2021-20-07 08:01
Biden,2021-18-07,I,57.552725,35.338729,2021-20-07 08:00
Trump,2021-18-07,I,35.912502,57.484054,2021-20-07 08:00
Biden,2021-18-07,R,31.324607,64.03667,2021-20-07 08:01
Biden,2021-18-07,D,90.920742,6.5209321,2021-20-07 08:00
Trump,2021-18-07,all,38.942568,57.005674,2021-20-07 08:01
Biden,2021-17-07,R,31.324607,64.03667,2021-20-07 08:01
Trump,2021-17-07,I,35.912502,57.484054,2021-20-07 08:00
Biden,2021-17-07,all,59.913669,32.590649,2021-20-07 08:01
Trump,2021-17-07,D,9.4143635,87.934516,2021-20-07 08:00
Biden,2021-17-07,D,90.920742,6.5209321,2021-20-07 08:00
Trump,2021-17-07,all,38.942568,57.005674,2021-20-07 08:01
Trump,2021-17-07,R,76.792488,19.971529,2021-20-07 08:01
Biden,2021-17-07,I,57.552725,35.338729,2021-20-07 08:00
Biden,2021-16-07,R,31.324607,64.03667,2021-20-07 08:01
Biden,2021-16-07,D,90.920742,6.5209321,2021-20-07 08:00
Trump,2021-16-07,D,9.4143635,87.934516,2021-20-07 08:00
Trump,2021-16-07,I,35.912502,57.484054,2021-20-07 08:00
Trump,2021-16-07,R,76.792488,19.971529,2021-20-07 08:01
Biden,2021-16-07,I,57.552725,35.338729,2021-20-07 08:00
Biden,2021-16-07,all,59.913669,32.590649,2021-20-07 08:01
Trump,2021-16-07,all,38.942568,57.005674,2021-20-07 08:02
Trump,2021-15-07,all,38.942568,57.005674,2021-20-07 08:02
Trump,2021-15-07,D,9.4143635,87.934516,2021-20-07 08:00
Trump,2021-15-07,I,35.912502,57.484054,2021-20-07 08:01
Biden,2021-15-07,I,57.552725,35.338729,2021-20-07 08:00
Trump,2021-15-07,R,76.792488,19.971529,2021-20-07 08:01
Biden,2021-15-07,D,90.920742,6.5209321,2021-20-07 08:00
Biden,2021-15-07,all,59.913669,32.590649,2021-20-07 08:01
Biden,2021-15-07,R,31.324607,64.03667,2021-20-07 08:01
Biden,2021-14-07,I,58.138891,34.226537,2021-14-07 11:35
Trump,2021-14-07,I,35.912502,57.484054,2021-14-07 11:35
Trump,2021-14-07,D,9.4143635,87.934516,2021-14-07 11:35
Biden,2021-14-07,all,60.264093,31.584986,2021-14-07 11:35
Biden,2021-14-07,D,92.066909,5.3548126,2021-14-07 11:35
Biden,2021-14-07,R,31.407285,63.404501,2021-14-07 11:35
Trump,2021-14-07,R,76.792488,19.971529,2021-14-07 11:35
Trump,2021-14-07,all,38.942568,57.005674,2021-14-07 11:35
Biden,2021-13-07,D,92.066909,5.3548126,2021-14-07 11:35
Trump,2021-13-07,I,35.912502,57.484054,2021-14-07 11:35
Trump,2021-13-07,R,76.792488,19.971529,2021-14-07 11:35
Trump,2021-13-07,all,38.942568,57.005674,2021-14-07 11:35
Biden,2021-13-07,I,58.138891,34.226537,2021-14-07 11:35
Biden,2021-13-07,R,31.407285,63.404501,2021-14-07 11:35
Biden,2021-13-07,all,60.264093,31.584986,2021-14-07 11:35
Trump,2021-13-07,D,9.4143635,87.934516,2021-14-07 11:35
Trump,2021-12-07,D,9.4143635,87.934516,2021-12-07 20:55
Trump,2021-12-07,I,35.912502,57.484054,2021-12-07 20:55
Biden,2021-12-07,all,60.573376,31.013347,2021-12-07 20:55
Biden,2021-12-07,R,32.174538,62.466052,2021-12-07 20:55
Biden,2021-12-07,D,92.389912,5.3771108,2021-12-07 20:55
Biden,2021-12-07,I,59.049912,33.029927,2021-12-07 20:55
Trump,2021-12-07,all,38.942568,57.005674,2021-12-07 20:56
Trump,2021-12-07,R,76.792488,19.971529,2021-12-07 20:55
Trump,2021-11-07,R,76.792488,19.971529,2021-12-07 20:55
Biden,2021-11-07,D,92.389912,5.3771108,2021-12-07 20:55
Biden,2021-11-07,I,59.049912,33.029927,2021-12-07 20:55
Trump,2021-11-07,D,9.4143635,87.934516,2021-12-07 20:55
Trump,2021-11-07,all,38.942568,57.005674,2021-12-07 20:56
Trump,2021-11-07,I,35.912502,57.484054,2021-12-07 20:55
Biden,2021-11-07,all,60.573376,31.013347,2021-12-07 20:56
Biden,2021-11-07,R,32.174538,62.466052,2021-12-07 20:55
Trump,2021-10-07,I,35.912502,57.484054,2021-12-07 20:55
Trump,2021-10-07,D,9.4143635,87.934516,2021-12-07 20:55
Biden,2021-10-07,all,60.573376,31.013347,2021-12-07 20:56
Biden,2021-10-07,I,59.049912,33.029927,2021-12-07 20:55
Biden,2021-10-07,D,92.389912,5.3771108,2021-12-07 20:55
Trump,2021-10-07,R,76.792488,19.971529,2021-12-07 20:55
Biden,2021-10-07,R,32.174538,62.466052,2021-12-07 20:55
Trump,2021-10-07,all,38.942568,57.005674,2021-12-07 20:56
Trump,2021-09-07,all,38.942568,57.005674,2021-12-07 20:56
Biden,2021-09-07,R,32.174538,62.466052,2021-12-07 20:55
Trump,2021-09-07,R,76.792488,19.971529,2021-12-07 20:55
Biden,2021-09-07,D,92.389912,5.3771108,2021-12-07 20:55
Biden,2021-09-07,I,59.049912,33.029927,2021-12-07 20:55
Trump,2021-09-07,D,9.4143635,87.934516,2021-12-07 20:55
Biden,2021-09-07,all,60.573376,31.013347,2021-12-07 20:56
Trump,2021-09-07,I,35.912502,57.484054,2021-12-07 20:55
Biden,2021-08-07,D,92.368988,5.304989,2021-08-07 19:15
Trump,2021-08-07,D,9.4143635,87.934516,2021-08-07 19:15
Biden,2021-08-07,I,57.962136,33.704964,2021-08-07 19:15
Trump,2021-08-07,I,35.912502,57.484054,2021-08-07 19:15
Biden,2021-08-07,R,32.560319,61.771076,2021-08-07 19:15
Trump,2021-08-07,R,76.792488,19.971529,2021-08-07 19:15
Biden,2021-08-07,all,60.364198,30.82015,2021-08-07 19:15
Trump,2021-08-07,all,38.942568,57.005674,2021-08-07 19:15
Biden,2021-07-07,D,92.449837,5.1728779,2021-07-07 09:20
Trump,2021-07-07,D,9.4143635,87.934516,2021-07-07 09:20
Biden,2021-07-07,I,57.958141,34.002504,2021-07-07 09:20
Trump,2021-07-07,I,35.912502,57.484054,2021-07-07 09:20
Biden,2021-07-07,R,32.203807,62.235491,2021-07-07 09:20
Trump,2021-07-07,R,76.792488,19.971529,2021-07-07 09:20
Biden,2021-07-07,all,60.356468,30.910353,2021-07-07 09:20
Trump,2021-07-07,all,38.942568,57.005674,2021-07-07 09:20
Biden,2021-06-07,R,32.294621,62.288613,2021-06-07 11:50
Trump,2021-06-07,R,76.792488,19.971529,2021-06-07 11:50
Trump,2021-06-07,D,9.4143635,87.934516,2021-06-07 11:50
Trump,2021-06-07,I,35.912502,57.484054,2021-06-07 11:50
Biden,2021-06-07,D,92.319343,5.4210935,2021-06-07 11:50
Biden,2021-06-07,all,60.384029,31.10459,2021-06-07 11:50
Trump,2021-06-07,all,38.942568,57.005674,2021-06-07 11:50
Biden,2021-06-07,I,58.379014,34.111856,2021-06-07 11:50
Biden,2021-05-07,D,92.319343,5.4210935,2021-06-07 11:50
Trump,2021-05-07,I,35.912502,57.484054,2021-06-07 11:50
Biden,2021-05-07,all,60.384029,31.10459,2021-06-07 11:50
Trump,2021-05-07,R,76.792488,19.971529,2021-06-07 11:50
Trump,2021-05-07,all,38.942568,57.005674,2021-06-07 11:50
Trump,2021-05-07,D,9.4143635,87.934516,2021-06-07 11:50
Biden,2021-05-07,I,58.379014,34.111856,2021-06-07 11:50
Biden,2021-05-07,R,32.294621,62.288613,2021-06-07 11:50
Biden,2021-04-07,R,32.294621,62.288613,2021-04-07 12:55
Trump,2021-04-07,R,76.792488,19.971529,2021-04-07 12:55
Biden,2021-04-07,I,58.379014,34.111856,2021-04-07 12:55
Trump,2021-04-07,I,35.912502,57.484054,2021-04-07 12:55
Trump,2021-04-07,D,9.4143635,87.934516,2021-04-07 12:55
Biden,2021-04-07,all,62.129747,32.506072,2021-04-07 12:55
Trump,2021-04-07,all,38.942568,57.005674,2021-04-07 12:55
Biden,2021-04-07,D,92.319343,5.4210935,2021-04-07 12:55
Biden,2021-03-07,I,58.379014,34.111856,2021-04-07 12:55
Biden,2021-03-07,R,32.294621,62.288613,2021-04-07 12:55
Trump,2021-03-07,all,38.942568,57.005674,2021-04-07 12:55
Trump,2021-03-07,R,76.792488,19.971529,2021-04-07 12:55
Biden,2021-03-07,all,62.129747,32.506072,2021-04-07 12:55
Trump,2021-03-07,D,9.4143635,87.934516,2021-04-07 12:55
Trump,2021-03-07,I,35.912502,57.484054,2021-04-07 12:55
Biden,2021-03-07,D,92.319343,5.4210935,2021-04-07 12:55
Biden,2021-02-07,D,92.03744,5.9162062,2021-02-07 07:05
Trump,2021-02-07,D,9.4143635,87.934516,2021-02-07 07:05
Biden,2021-02-07,I,58.856128,33.773548,2021-02-07 07:05
Trump,2021-02-07,I,35.912502,57.484054,2021-02-07 07:05
Biden,2021-02-07,R,32.254717,62.511861,2021-02-07 07:05
Trump,2021-02-07,R,76.792488,19.971529,2021-02-07 07:05
Biden,2021-02-07,all,62.249176,32.743335,2021-02-07 07:05
Trump,2021-02-07,all,38.942568,57.005674,2021-02-07 07:05
Biden,2021-01-07,D,92.058427,5.941441,2021-01-07 08:40
Trump,2021-01-07,D,9.4143635,87.934516,2021-01-07 08:40
Biden,2021-01-07,I,58.216615,34.160252,2021-01-07 08:40
Trump,2021-01-07,I,35.912502,57.484054,2021-01-07 08:40
Biden,2021-01-07,R,31.831666,62.957031,2021-01-07 08:40
Trump,2021-01-07,R,76.792488,19.971529,2021-01-07 08:40
Biden,2021-01-07,all,62.099958,32.847734,2021-01-07 08:40
Trump,2021-01-07,all,38.942568,57.005674,2021-01-07 08:40
Biden,2021-30-06,D,92.058427,5.941441,2021-30-06 09:10
Trump,2021-30-06,D,9.4143635,87.934516,2021-30-06 09:10
Biden,2021-30-06,I,58.216615,34.160252,2021-30-06 09:10
Trump,2021-30-06,I,35.912502,57.484054,2021-30-06 09:10
Biden,2021-30-06,R,31.831666,62.957031,2021-30-06 09:10
Trump,2021-30-06,R,76.792488,19.971529,2021-30-06 09:10
Biden,2021-30-06,all,61.975404,32.876585,2021-30-06 09:10
Trump,2021-30-06,all,38.942568,57.005674,2021-30-06 09:10
Biden,2021-29-06,R,32.423865,62.645859,2021-29-06 21:05
Trump,2021-29-06,all,38.942568,57.005674,2021-29-06 21:06
Trump,2021-29-06,R,76.792488,19.971529,2021-29-06 21:05
Biden,2021-29-06,I,58.271384,34.476459,2021-29-06 21:05
Trump,2021-29-06,I,35.912502,57.484054,2021-29-06 21:05
Biden,2021-29-06,D,92.543381,5.6871232,2021-29-06 21:05
Trump,2021-29-06,D,9.4143635,87.934516,2021-29-06 21:05
Biden,2021-29-06,all,62.629033,32.438118,2021-29-06 21:06
Biden,2021-28-06,I,58.271384,34.476459,2021-29-06 21:05
Trump,2021-28-06,D,9.4143635,87.934516,2021-29-06 21:05
Trump,2021-28-06,I,35.912502,57.484054,2021-29-06 21:05
Trump,2021-28-06,all,38.942568,57.005674,2021-29-06 21:06
Trump,2021-28-06,R,76.792488,19.971529,2021-29-06 21:05
Biden,2021-28-06,D,92.543381,5.6871232,2021-29-06 21:05
Biden,2021-28-06,R,32.423865,62.645859,2021-29-06 21:05
Biden,2021-28-06,all,62.629033,32.438118,2021-29-06 21:06
Biden,2021-27-06,all,62.629033,32.438118,2021-29-06 21:06
Biden,2021-27-06,I,58.271384,34.476459,2021-29-06 21:05
Biden,2021-27-06,R,32.423865,62.645859,2021-29-06 21:05
Trump,2021-27-06,R,76.792488,19.971529,2021-29-06 21:06
Biden,2021-27-06,D,92.543381,5.6871232,2021-29-06 21:05
Trump,2021-27-06,all,38.942568,57.005674,2021-29-06 21:06
Trump,2021-27-06,I,35.912502,57.484054,2021-29-06 21:05
Trump,2021-27-06,D,9.4143635,87.934516,2021-29-06 21:05
Trump,2021-26-06,I,35.912502,57.484054,2021-29-06 21:05
Trump,2021-26-06,D,9.4143635,87.934516,2021-29-06 21:05
Trump,2021-26-06,R,76.792488,19.971529,2021-29-06 21:06
Biden,2021-26-06,I,58.271384,34.476459,2021-29-06 21:05
Trump,2021-26-06,all,38.942568,57.005674,2021-29-06 21:06
Biden,2021-26-06,R,32.423865,62.645859,2021-29-06 21:05
Biden,2021-26-06,all,62.629033,32.438118,2021-29-06 21:06
Biden,2021-26-06,D,92.543381,5.6871232,2021-29-06 21:05
Biden,2021-25-06,I,58.271384,34.476459,2021-29-06 21:05
Biden,2021-25-06,D,92.543381,5.6871232,2021-29-06 21:05
Trump,2021-25-06,all,38.942568,57.005674,2021-29-06 21:06
Trump,2021-25-06,R,76.792488,19.971529,2021-29-06 21:06
Trump,2021-25-06,I,35.912502,57.484054,2021-29-06 21:05
Biden,2021-25-06,R,32.423865,62.645859,2021-29-06 21:05
Biden,2021-25-06,all,62.629033,32.438118,2021-29-06 21:06
Trump,2021-25-06,D,9.4143635,87.934516,2021-29-06 21:05
Biden,2021-24-06,D,92.299423,5.7920504,2021-24-06 10:40
Trump,2021-24-06,D,9.4143635,87.934516,2021-24-06 10:40
Biden,2021-24-06,I,57.299912,35.148948,2021-24-06 10:40
Trump,2021-24-06,I,35.912502,57.484054,2021-24-06 10:40
Biden,2021-24-06,R,32.304164,62.823613,2021-24-06 10:40
Trump,2021-24-06,R,76.792488,19.971529,2021-24-06 10:40
Biden,2021-24-06,all,62.260444,32.676989,2021-24-06 10:40
Trump,2021-24-06,all,38.942568,57.005674,2021-24-06 10:40
Biden,2021-23-06,D,92.084496,6.1692082,2021-23-06 18:55
Trump,2021-23-06,D,9.4143635,87.934516,2021-23-06 18:55
Biden,2021-23-06,I,57.307276,35.551232,2021-23-06 18:55
Trump,2021-23-06,I,35.912502,57.484054,2021-23-06 18:55
Biden,2021-23-06,R,32.143365,63.387726,2021-23-06 18:55
Trump,2021-23-06,R,76.792488,19.971529,2021-23-06 18:55
Biden,2021-23-06,all,62.109943,33.018363,2021-23-06 18:55
Trump,2021-23-06,all,38.942568,57.005674,2021-23-06 18:55
Biden,2021-22-06,D,91.676893,6.2416416,2021-22-06 08:35
Trump,2021-22-06,D,9.4143635,87.934516,2021-22-06 08:35
Biden,2021-22-06,I,56.81639,36.15264,2021-22-06 08:35
Trump,2021-22-06,I,35.912502,57.484054,2021-22-06 08:35
Biden,2021-22-06,R,31.417979,63.82063,2021-22-06 08:35
Trump,2021-22-06,R,76.792488,19.971529,2021-22-06 08:35
Biden,2021-22-06,all,61.694949,33.198178,2021-22-06 08:35
Trump,2021-22-06,all,38.942568,57.005674,2021-22-06 08:35
Trump,2021-21-06,I,35.912502,57.484054,2021-21-06 09:25
Trump,2021-21-06,D,9.4143635,87.934516,2021-21-06 09:25
Biden,2021-21-06,I,57.15738,36.28708,2021-21-06 09:25
Trump,2021-21-06,R,76.792488,19.971529,2021-21-06 09:25
Biden,2021-21-06,D,91.439566,6.4605056,2021-21-06 09:25
Trump,2021-21-06,all,38.942568,57.005674,2021-21-06 09:26
Biden,2021-21-06,all,61.694949,33.198178,2021-21-06 09:25
Biden,2021-21-06,R,31.879265,63.289067,2021-21-06 09:25
Trump,2021-20-06,all,38.942568,57.005674,2021-21-06 09:26
Biden,2021-20-06,R,31.879265,63.289067,2021-21-06 09:25
Trump,2021-20-06,I,35.912502,57.484054,2021-21-06 09:25
Biden,2021-20-06,D,91.439566,6.4605056,2021-21-06 09:25
Trump,2021-20-06,R,76.792488,19.971529,2021-21-06 09:25
Biden,2021-20-06,all,61.694949,33.198178,2021-21-06 09:25
Trump,2021-20-06,D,9.4143635,87.934516,2021-21-06 09:25
Biden,2021-20-06,I,57.15738,36.28708,2021-21-06 09:25
Trump,2021-19-06,all,38.942568,57.005674,2021-21-06 09:26
Trump,2021-19-06,D,9.4143635,87.934516,2021-21-06 09:25
Biden,2021-19-06,I,56.870879,36.459954,2021-21-06 09:25
Biden,2021-19-06,D,91.159409,6.7247622,2021-21-06 09:25
Biden,2021-19-06,R,33.134643,62.366766,2021-21-06 09:25
Trump,2021-19-06,R,76.792488,19.971529,2021-21-06 09:25
Trump,2021-19-06,I,35.912502,57.484054,2021-21-06 09:25
Biden,2021-19-06,all,61.894845,33.156354,2021-21-06 09:25
Trump,2021-18-06,R,76.792488,19.971529,2021-21-06 09:25
Biden,2021-18-06,all,61.894845,33.156354,2021-21-06 09:25
Biden,2021-18-06,R,33.134643,62.366766,2021-21-06 09:25
Trump,2021-18-06,all,38.942568,57.005674,2021-21-06 09:26
Biden,2021-18-06,I,56.870879,36.459954,2021-21-06 09:25
Trump,2021-18-06,I,35.912502,57.484054,2021-21-06 09:25
Trump,2021-18-06,D,9.4143635,87.934516,2021-21-06 09:25
Biden,2021-18-06,D,91.159409,6.7247622,2021-21-06 09:25
Biden,2021-17-06,D,91.159409,6.7247622,2021-17-06 21:00
Trump,2021-17-06,D,9.4143635,87.934516,2021-17-06 21:00
Biden,2021-17-06,I,56.870879,36.459954,2021-17-06 21:00
Trump,2021-17-06,I,35.912502,57.484054,2021-17-06 21:00
Biden,2021-17-06,R,33.134643,62.366766,2021-17-06 21:00
Trump,2021-17-06,R,76.792488,19.971529,2021-17-06 21:00
Biden,2021-17-06,all,61.894845,33.156354,2021-17-06 21:00
Trump,2021-17-06,all,38.942568,57.005674,2021-17-06 21:00
Biden,2021-16-06,D,90.715913,6.8766844,2021-16-06 09:45
Trump,2021-16-06,D,9.4143635,87.934516,2021-16-06 09:45
Biden,2021-16-06,I,57.171027,35.890342,2021-16-06 09:45
Trump,2021-16-06,I,35.912502,57.484054,2021-16-06 09:45
Biden,2021-16-06,R,32.285249,62.723476,2021-16-06 09:45
Trump,2021-16-06,R,76.792488,19.971529,2021-16-06 09:45
Biden,2021-16-06,all,61.656135,33.136596,2021-16-06 09:45
Trump,2021-16-06,all,38.942568,57.005674,2021-16-06 09:45
Trump,2021-15-06,D,9.4143635,87.934516,2021-16-06 08:45
Trump,2021-15-06,all,38.942568,57.005674,2021-16-06 08:46
Trump,2021-15-06,I,35.912502,57.484054,2021-16-06 08:45
Biden,2021-15-06,I,59.172517,34.456944,2021-16-06 08:45
Biden,2021-15-06,R,32.482702,62.993957,2021-16-06 08:45
Biden,2021-15-06,D,90.36758,7.0432674,2021-16-06 08:45
Biden,2021-15-06,all,62.451517,32.815099,2021-16-06 08:46
Trump,2021-15-06,R,76.792488,19.971529,2021-16-06 08:46
Trump,2021-14-06,all,38.942568,57.005674,2021-16-06 08:46
Trump,2021-14-06,R,76.792488,19.971529,2021-16-06 08:46
Biden,2021-14-06,I,59.172517,34.456944,2021-16-06 08:45
Biden,2021-14-06,all,62.451517,32.815099,2021-16-06 08:46
Trump,2021-14-06,I,35.912502,57.484054,2021-16-06 08:45
Biden,2021-14-06,D,90.36758,7.0432674,2021-16-06 08:45
Trump,2021-14-06,D,9.4143635,87.934516,2021-16-06 08:45
Biden,2021-14-06,R,32.482702,62.993957,2021-16-06 08:45
Biden,2021-13-06,R,32.482702,62.993957,2021-16-06 08:45
Trump,2021-13-06,R,76.792488,19.971529,2021-16-06 08:46
Trump,2021-13-06,I,35.912502,57.484054,2021-16-06 08:45
Trump,2021-13-06,all,38.942568,57.005674,2021-16-06 08:46
Trump,2021-13-06,D,9.4143635,87.934516,2021-16-06 08:45
Biden,2021-13-06,I,59.172517,34.456944,2021-16-06 08:45
Biden,2021-13-06,D,90.36758,7.0432674,2021-16-06 08:45
Biden,2021-13-06,all,62.539313,32.65597,2021-16-06 08:46
Biden,2021-12-06,D,90.36758,7.0432674,2021-16-06 08:45
Biden,2021-12-06,I,59.172517,34.456944,2021-16-06 08:45
Biden,2021-12-06,all,62.539313,32.65597,2021-16-06 08:46
Biden,2021-12-06,R,32.482702,62.993957,2021-16-06 08:45
Trump,2021-12-06,all,38.942568,57.005674,2021-16-06 08:46
Trump,2021-12-06,D,9.4143635,87.934516,2021-16-06 08:45
Trump,2021-12-06,R,76.792488,19.971529,2021-16-06 08:46
Trump,2021-12-06,I,35.912502,57.484054,2021-16-06 08:45
Biden,2021-11-06,all,62.539313,32.65597,2021-11-06 23:05
Trump,2021-11-06,I,35.912502,57.484054,2021-11-06 23:05
Biden,2021-11-06,D,90.36758,7.0432674,2021-11-06 23:05
Biden,2021-11-06,I,59.172517,34.456944,2021-11-06 23:05
Biden,2021-11-06,R,32.482702,62.993957,2021-11-06 23:05
Trump,2021-11-06,R,76.792488,19.971529,2021-11-06 23:05
Trump,2021-11-06,D,9.4143635,87.934516,2021-11-06 23:05
Trump,2021-11-06,all,38.942568,57.005674,2021-11-06 23:05
Trump,2021-10-06,R,76.792488,19.971529,2021-11-06 23:05
Biden,2021-10-06,D,90.36758,7.0432674,2021-11-06 23:05
Biden,2021-10-06,R,32.482702,62.993957,2021-11-06 23:05
Biden,2021-10-06,all,62.539313,32.65597,2021-11-06 23:05
Biden,2021-10-06,I,59.172517,34.456944,2021-11-06 23:05
Trump,2021-10-06,I,35.912502,57.484054,2021-11-06 23:05
Trump,2021-10-06,all,38.942568,57.005674,2021-11-06 23:05
Trump,2021-10-06,D,9.4143635,87.934516,2021-11-06 23:05
Trump,2021-09-06,R,76.792488,19.971529,2021-09-06 11:41
Biden,2021-09-06,D,89.979513,7.2175913,2021-09-06 11:40
