subject,modeldate,party,approve_estimate,disapprove_estimate,timestamp
Biden,2021-14-04,R,31.196019,62.979466,2021-14-04 14:05
Trump,2021-14-04,R,76.809024,19.963329,2021-14-04 14:05
Biden,2021-14-04,all,62.451282,30.889509,2021-14-04 14:05
Trump,2021-14-04,all,38.952622,57.001373,2021-14-04 14:05
Biden,2021-13-04,D,91.084855,6.5509197,2021-13-04 09:10
Trump,2021-13-04,D,9.4243706,87.920949,2021-13-04 09:10
Biden,2021-13-04,I,60.715786,31.563692,2021-13-04 09:10
Trump,2021-13-04,I,35.918727,57.488042,2021-13-04 09:10
Biden,2021-13-04,R,31.575486,63.241315,2021-13-04 09:10
Trump,2021-13-04,R,76.809024,19.963329,2021-13-04 09:10
Biden,2021-13-04,all,62.305892,31.314916,2021-13-04 09:10
Trump,2021-13-04,all,38.952622,57.001373,2021-13-04 09:10
Biden,2021-12-04,D,91.084855,6.5509197,2021-12-04 10:15
Trump,2021-12-04,D,9.4243706,87.920949,2021-12-04 10:15
Biden,2021-12-04,I,60.715786,31.563692,2021-12-04 10:15
Trump,2021-12-04,I,35.918727,57.488042,2021-12-04 10:15
Biden,2021-12-04,R,31.575486,63.241315,2021-12-04 10:15
Trump,2021-12-04,R,76.809024,19.963329,2021-12-04 10:15
Biden,2021-12-04,all,62.305892,31.314916,2021-12-04 10:15
Trump,2021-12-04,all,38.952622,57.001373,2021-12-04 10:15
Biden,2021-11-04,all,62.319474,31.29919,2021-11-04 16:35
Biden,2021-11-04,R,31.783856,63.166387,2021-11-04 16:35
Biden,2021-11-04,D,91.139064,6.2603847,2021-11-04 16:35
Trump,2021-11-04,D,9.4243706,87.920949,2021-11-04 16:35
Trump,2021-11-04,I,35.918727,57.488042,2021-11-04 16:35
Biden,2021-11-04,I,60.516066,31.722601,2021-11-04 16:35
Trump,2021-11-04,R,76.809024,19.963329,2021-11-04 16:35
Trump,2021-11-04,all,38.952622,57.001373,2021-11-04 16:35
Biden,2021-10-04,R,31.783856,63.166387,2021-11-04 16:35
Biden,2021-10-04,I,60.516066,31.722601,2021-11-04 16:35
Biden,2021-10-04,all,62.319474,31.29919,2021-11-04 16:35
Trump,2021-10-04,I,35.918727,57.488042,2021-11-04 16:35
Trump,2021-10-04,D,9.4243706,87.920949,2021-11-04 16:35
Trump,2021-10-04,all,38.952622,57.001373,2021-11-04 16:35
Biden,2021-10-04,D,91.139064,6.2603847,2021-11-04 16:35
Trump,2021-10-04,R,76.809024,19.963329,2021-11-04 16:35
Biden,2021-09-04,D,91.139064,6.2603847,2021-09-04 15:25
Trump,2021-09-04,D,9.4243706,87.920949,2021-09-04 15:25
Biden,2021-09-04,I,60.516066,31.722601,2021-09-04 15:25
Trump,2021-09-04,I,35.918727,57.488042,2021-09-04 15:25
Biden,2021-09-04,R,31.783856,63.166387,2021-09-04 15:25
Trump,2021-09-04,R,76.809024,19.963329,2021-09-04 15:25
Biden,2021-09-04,all,62.319474,31.29919,2021-09-04 15:25
Trump,2021-09-04,all,38.952622,57.001373,2021-09-04 15:25
Biden,2021-08-04,D,90.867851,6.2172608,2021-08-04 08:50
Trump,2021-08-04,D,9.4243706,87.920949,2021-08-04 08:50
Biden,2021-08-04,I,58.838695,32.515013,2021-08-04 08:50
Trump,2021-08-04,I,35.918727,57.488042,2021-08-04 08:50
Biden,2021-08-04,R,30.762929,63.560918,2021-08-04 08:50
Trump,2021-08-04,R,76.809024,19.963329,2021-08-04 08:50
Biden,2021-08-04,all,62.101495,31.328933,2021-08-04 08:50
Trump,2021-08-04,all,38.952622,57.001373,2021-08-04 08:50
Biden,2021-07-04,D,90.906242,6.2104285,2021-07-04 09:35
Trump,2021-07-04,D,9.4243706,87.920949,2021-07-04 09:35
Biden,2021-07-04,I,58.624514,32.984531,2021-07-04 09:35
Trump,2021-07-04,I,35.918727,57.488042,2021-07-04 09:35
Biden,2021-07-04,R,30.81963,63.541218,2021-07-04 09:35
Trump,2021-07-04,R,76.809024,19.963329,2021-07-04 09:35
Biden,2021-07-04,all,62.075991,31.312488,2021-07-04 09:35
Trump,2021-07-04,all,38.952622,57.001373,2021-07-04 09:35
Biden,2021-06-04,D,90.70776,6.4045853,2021-06-04 03:25
Trump,2021-06-04,D,9.4243706,87.920949,2021-06-04 03:25
Biden,2021-06-04,I,59.294563,32.586225,2021-06-04 03:25
Trump,2021-06-04,I,35.918727,57.488042,2021-06-04 03:25
Biden,2021-06-04,R,31.734502,62.653961,2021-06-04 03:25
Trump,2021-06-04,R,76.809024,19.963329,2021-06-04 03:25
Biden,2021-06-04,all,62.293354,31.190987,2021-06-04 03:25
Trump,2021-06-04,all,38.952622,57.001373,2021-06-04 03:25
Trump,2021-05-04,R,76.134851,20.298546,2021-05-04 08:25
Biden,2021-05-04,R,31.96235,62.508508,2021-05-04 08:25
Trump,2021-05-04,D,8.770641,88.884887,2021-05-04 08:25
Trump,2021-05-04,I,35.865281,57.707884,2021-05-04 08:25
Biden,2021-05-04,D,91.208042,6.0815728,2021-05-04 08:25
Biden,2021-05-04,all,62.770918,30.714418,2021-05-04 08:25
Trump,2021-05-04,all,38.269632,57.854772,2021-05-04 08:25
Biden,2021-05-04,I,59.775186,32.418296,2021-05-04 08:25
Biden,2021-04-04,R,31.96235,62.508508,2021-05-04 08:25
Trump,2021-04-04,all,38.269632,57.854772,2021-05-04 08:25
Biden,2021-04-04,I,59.775186,32.418296,2021-05-04 08:25
Trump,2021-04-04,R,76.134851,20.298546,2021-05-04 08:25
Trump,2021-04-04,I,35.865281,57.707884,2021-05-04 08:25
Trump,2021-04-04,D,8.770641,88.884887,2021-05-04 08:25
Biden,2021-04-04,all,62.770918,30.714418,2021-05-04 08:25
Biden,2021-04-04,D,91.208042,6.0815728,2021-05-04 08:25
Biden,2021-03-04,D,91.208042,6.0815728,2021-05-04 08:25
Trump,2021-03-04,I,35.865281,57.707884,2021-05-04 08:25
Biden,2021-03-04,all,62.770918,30.714418,2021-05-04 08:25
Biden,2021-03-04,R,31.96235,62.508508,2021-05-04 08:25
Trump,2021-03-04,D,8.770641,88.884887,2021-05-04 08:25
Trump,2021-03-04,R,76.134851,20.298546,2021-05-04 08:25
Biden,2021-03-04,I,59.775186,32.418296,2021-05-04 08:25
Trump,2021-03-04,all,38.269632,57.854772,2021-05-04 08:25
Biden,2021-02-04,D,91.208042,6.0815728,2021-02-04 15:00
Trump,2021-02-04,D,8.770641,88.884887,2021-02-04 15:00
Biden,2021-02-04,I,59.775186,32.418296,2021-02-04 15:00
Trump,2021-02-04,I,35.865281,57.707884,2021-02-04 15:00
Biden,2021-02-04,R,31.96235,62.508508,2021-02-04 15:00
Trump,2021-02-04,R,76.134851,20.298546,2021-02-04 15:00
Biden,2021-02-04,all,62.770918,30.714418,2021-02-04 15:00
Trump,2021-02-04,all,38.269632,57.854772,2021-02-04 15:00
Biden,2021-01-04,D,90.89697,6.1846287,2021-01-04 10:40
Trump,2021-01-04,D,8.770641,88.884887,2021-01-04 10:40
Biden,2021-01-04,I,58.840527,32.834072,2021-01-04 10:40
Trump,2021-01-04,I,35.865281,57.707884,2021-01-04 10:40
Biden,2021-01-04,R,30.77316,63.290099,2021-01-04 10:40
Trump,2021-01-04,R,76.134851,20.298546,2021-01-04 10:40
Biden,2021-01-04,all,62.736807,30.718837,2021-01-04 10:40
Trump,2021-01-04,all,38.269632,57.854772,2021-01-04 10:40
Biden,2021-31-03,D,91.495159,5.7496871,2021-31-03 19:35
Trump,2021-31-03,D,8.770641,88.884887,2021-31-03 19:35
Biden,2021-31-03,I,60.887222,32.027997,2021-31-03 19:35
Trump,2021-31-03,I,35.865281,57.707884,2021-31-03 19:35
Biden,2021-31-03,R,33.043974,61.375113,2021-31-03 19:35
Trump,2021-31-03,R,76.134851,20.298546,2021-31-03 19:35
Biden,2021-31-03,all,62.736807,30.718837,2021-31-03 19:35
Trump,2021-31-03,all,38.269632,57.854772,2021-31-03 19:35
Biden,2021-30-03,D,91.187927,6.2403649,2021-30-03 16:25
Trump,2021-30-03,D,8.770641,88.884887,2021-30-03 16:25
Biden,2021-30-03,I,59.200723,33.175308,2021-30-03 16:25
Trump,2021-30-03,I,35.865281,57.707884,2021-30-03 16:25
Biden,2021-30-03,R,28.59932,65.080017,2021-30-03 16:25
Trump,2021-30-03,R,76.134851,20.298546,2021-30-03 16:25
Biden,2021-30-03,all,61.991761,31.09557,2021-30-03 16:25
Trump,2021-30-03,all,38.269632,57.854772,2021-30-03 16:25
Biden,2021-29-03,D,90.775725,6.5852635,2021-29-03 16:25
Trump,2021-29-03,D,8.770641,88.884887,2021-29-03 16:25
Biden,2021-29-03,I,58.242675,34.565241,2021-29-03 16:25
Trump,2021-29-03,I,35.865281,57.707884,2021-29-03 16:25
Biden,2021-29-03,R,28.322811,65.583989,2021-29-03 16:25
Trump,2021-29-03,R,76.134851,20.298546,2021-29-03 16:25
Biden,2021-29-03,all,61.601979,32.442643,2021-29-03 16:25
Trump,2021-29-03,all,38.269632,57.854772,2021-29-03 16:25
Biden,2021-28-03,D,90.995415,6.5008878,2021-28-03 14:35
Trump,2021-28-03,D,8.770641,88.884887,2021-28-03 14:35
Biden,2021-28-03,I,58.181255,35.036064,2021-28-03 14:35
Trump,2021-28-03,I,35.865281,57.707884,2021-28-03 14:35
Biden,2021-28-03,R,28.741396,65.704499,2021-28-03 14:35
Trump,2021-28-03,R,76.134851,20.298546,2021-28-03 14:35
Biden,2021-28-03,all,60.934385,33.132131,2021-28-03 14:35
Trump,2021-28-03,all,38.269632,57.854772,2021-28-03 14:35
Biden,2021-27-03,R,28.741396,65.704499,2021-28-03 12:50
Trump,2021-27-03,I,35.865281,57.707884,2021-28-03 12:50
Biden,2021-27-03,D,90.995415,6.5008878,2021-28-03 12:50
Trump,2021-27-03,D,8.770641,88.884887,2021-28-03 12:50
Trump,2021-27-03,R,76.134851,20.298546,2021-28-03 12:50
Trump,2021-27-03,all,38.269632,57.854772,2021-28-03 12:50
Biden,2021-27-03,all,60.43396,33.402272,2021-28-03 12:50
Biden,2021-27-03,I,58.181255,35.036064,2021-28-03 12:50
Biden,2021-26-03,D,90.995415,6.5008878,2021-26-03 16:50
Trump,2021-26-03,D,8.770641,88.884887,2021-26-03 16:50
Biden,2021-26-03,I,58.181255,35.036064,2021-26-03 16:50
Trump,2021-26-03,I,35.865281,57.707884,2021-26-03 16:50
Biden,2021-26-03,R,28.741396,65.704499,2021-26-03 16:50
Trump,2021-26-03,R,76.134851,20.298546,2021-26-03 16:50
Biden,2021-26-03,all,60.43396,33.402272,2021-26-03 16:50
Trump,2021-26-03,all,38.269632,57.854772,2021-26-03 16:50
Biden,2021-25-03,D,90.995415,6.5008878,2021-25-03 21:30
Trump,2021-25-03,D,8.770641,88.884887,2021-25-03 21:30
Biden,2021-25-03,I,58.181255,35.036064,2021-25-03 21:30
Trump,2021-25-03,I,35.865281,57.707884,2021-25-03 21:30
Biden,2021-25-03,R,28.741396,65.704499,2021-25-03 21:30
Trump,2021-25-03,R,76.134851,20.298546,2021-25-03 21:30
Biden,2021-25-03,all,60.43396,33.402272,2021-25-03 21:30
Trump,2021-25-03,all,38.269632,57.854772,2021-25-03 21:30
Biden,2021-24-03,D,92.602093,4.7470383,2021-24-03 13:20
Trump,2021-24-03,D,8.770641,88.884887,2021-24-03 13:20
Biden,2021-24-03,I,59.246738,33.59399,2021-24-03 13:20
Trump,2021-24-03,I,35.865281,57.707884,2021-24-03 13:20
Biden,2021-24-03,R,29.033991,65.194569,2021-24-03 13:20
Trump,2021-24-03,R,76.134851,20.298546,2021-24-03 13:20
Biden,2021-24-03,all,61.403276,32.056932,2021-24-03 13:20
Trump,2021-24-03,all,38.269632,57.854772,2021-24-03 13:20
Trump,2021-23-03,D,8.770641,88.884887,2021-24-03 10:45
Biden,2021-23-03,D,92.602093,4.7470383,2021-24-03 10:45
Biden,2021-23-03,all,61.896661,31.825975,2021-24-03 10:45
Trump,2021-23-03,I,35.865281,57.707884,2021-24-03 10:45
Trump,2021-23-03,R,76.134851,20.298546,2021-24-03 10:45
Biden,2021-23-03,I,59.246738,33.59399,2021-24-03 10:45
Biden,2021-23-03,R,29.033991,65.194569,2021-24-03 10:45
Trump,2021-23-03,all,38.269632,57.854772,2021-24-03 10:45
Biden,2021-22-03,all,62.279048,31.543412,2021-22-03 09:45
Trump,2021-22-03,all,38.269632,57.854772,2021-22-03 09:45
Biden,2021-22-03,R,30.045202,64.373434,2021-22-03 09:45
Trump,2021-22-03,I,35.865281,57.707884,2021-22-03 09:45
Biden,2021-22-03,I,59.355254,33.284659,2021-22-03 09:45
Biden,2021-22-03,D,92.650739,4.9978962,2021-22-03 09:45
Trump,2021-22-03,R,76.134851,20.298546,2021-22-03 09:45
Trump,2021-22-03,D,8.770641,88.884887,2021-22-03 09:45
Biden,2021-21-03,D,92.650739,4.9978962,2021-22-03 09:45
Biden,2021-21-03,I,59.355254,33.284659,2021-22-03 09:45
Biden,2021-21-03,all,62.279048,31.543412,2021-22-03 09:45
Trump,2021-21-03,I,35.865281,57.707884,2021-22-03 09:45
Biden,2021-21-03,R,30.045202,64.373434,2021-22-03 09:45
Trump,2021-21-03,D,8.770641,88.884887,2021-22-03 09:45
Trump,2021-21-03,all,38.269632,57.854772,2021-22-03 09:45
Trump,2021-21-03,R,76.134851,20.298546,2021-22-03 09:45
Trump,2021-20-03,I,35.865281,57.707884,2021-22-03 09:45
Biden,2021-20-03,I,59.355254,33.284659,2021-22-03 09:45
Biden,2021-20-03,R,30.045202,64.373434,2021-22-03 09:45
Biden,2021-20-03,all,62.279048,31.543412,2021-22-03 09:45
Biden,2021-20-03,D,92.650739,4.9978962,2021-22-03 09:45
Trump,2021-20-03,all,38.269632,57.854772,2021-22-03 09:45
Trump,2021-20-03,D,8.770641,88.884887,2021-22-03 09:45
Trump,2021-20-03,R,76.134851,20.298546,2021-22-03 09:45
Biden,2021-19-03,D,92.251432,5.5228683,2021-19-03 12:50
Trump,2021-19-03,D,8.770641,88.884887,2021-19-03 12:50
Biden,2021-19-03,I,58.695089,33.49031,2021-19-03 12:50
Trump,2021-19-03,I,35.865281,57.707884,2021-19-03 12:50
Biden,2021-19-03,R,30.489155,63.766081,2021-19-03 12:50
Trump,2021-19-03,R,76.134851,20.298546,2021-19-03 12:50
Biden,2021-19-03,all,61.933421,31.583229,2021-19-03 12:50
Trump,2021-19-03,all,38.269632,57.854772,2021-19-03 12:50
Biden,2021-18-03,D,92.333115,5.5054966,2021-18-03 08:50
Trump,2021-18-03,D,8.770641,88.884887,2021-18-03 08:50
Biden,2021-18-03,I,58.389745,33.816131,2021-18-03 08:50
Trump,2021-18-03,I,35.865281,57.707884,2021-18-03 08:50
Biden,2021-18-03,R,30.723892,63.620515,2021-18-03 08:50
Trump,2021-18-03,R,76.134851,20.298546,2021-18-03 08:50
Biden,2021-18-03,all,61.873447,31.525168,2021-18-03 08:50
Trump,2021-18-03,all,38.269632,57.854772,2021-18-03 08:50
Biden,2021-17-03,D,92.093904,5.55527,2021-17-03 16:55
Trump,2021-17-03,D,8.770641,88.884887,2021-17-03 16:55
Biden,2021-17-03,I,58.930216,33.206627,2021-17-03 16:55
Trump,2021-17-03,I,35.865281,57.707884,2021-17-03 16:55
Biden,2021-17-03,R,30.106721,64.00975,2021-17-03 16:55
Trump,2021-17-03,R,76.134851,20.298546,2021-17-03 16:55
Biden,2021-17-03,all,61.698624,31.548312,2021-17-03 16:55
Trump,2021-17-03,all,38.269632,57.854772,2021-17-03 16:55
Biden,2021-16-03,D,91.934848,5.884464,2021-16-03 10:20
Trump,2021-16-03,D,8.770641,88.884887,2021-16-03 10:20
Biden,2021-16-03,I,58.737742,33.814941,2021-16-03 10:20
Trump,2021-16-03,I,35.865281,57.707884,2021-16-03 10:20
Biden,2021-16-03,R,29.560157,64.935236,2021-16-03 10:20
Trump,2021-16-03,R,76.134851,20.298546,2021-16-03 10:20
Biden,2021-16-03,all,61.23275,32.03621,2021-16-03 10:20
Trump,2021-16-03,all,38.269632,57.854772,2021-16-03 10:20
Biden,2021-15-03,D,91.934848,5.884464,2021-15-03 11:10
Trump,2021-15-03,D,8.770641,88.884887,2021-15-03 11:10
Biden,2021-15-03,I,58.737742,33.814941,2021-15-03 11:10
Trump,2021-15-03,I,35.865281,57.707884,2021-15-03 11:10
Biden,2021-15-03,R,29.560157,64.935236,2021-15-03 11:10
Trump,2021-15-03,R,76.134851,20.298546,2021-15-03 11:10
Biden,2021-15-03,all,61.23275,32.03621,2021-15-03 11:10
Trump,2021-15-03,all,38.269632,57.854772,2021-15-03 11:10
Trump,2021-14-03,all,38.269632,57.854772,2021-14-03 03:55
Trump,2021-14-03,I,35.865281,57.707884,2021-14-03 03:55
Biden,2021-14-03,all,61.23275,32.03621,2021-14-03 03:55
Biden,2021-14-03,D,91.934848,5.884464,2021-14-03 03:55
Trump,2021-14-03,R,76.134851,20.298546,2021-14-03 03:55
Biden,2021-14-03,R,29.560157,64.935236,2021-14-03 03:55
Trump,2021-14-03,D,8.770641,88.884887,2021-14-03 03:55
Biden,2021-14-03,I,58.737742,33.814941,2021-14-03 03:55
Trump,2021-13-03,R,76.134851,20.298546,2021-14-03 03:55
Biden,2021-13-03,R,29.560157,64.935236,2021-14-03 03:55
Biden,2021-13-03,D,91.934848,5.884464,2021-14-03 03:55
Trump,2021-13-03,I,35.865281,57.707884,2021-14-03 03:55
Biden,2021-13-03,I,58.737742,33.814941,2021-14-03 03:55
Trump,2021-13-03,D,8.770641,88.884887,2021-14-03 03:55
Trump,2021-13-03,all,38.269632,57.854772,2021-14-03 03:55
Biden,2021-13-03,all,61.23275,32.03621,2021-14-03 03:55
Biden,2021-12-03,D,91.934848,5.884464,2021-12-03 22:55
Trump,2021-12-03,D,8.770641,88.884887,2021-12-03 22:55
Biden,2021-12-03,I,58.737742,33.814941,2021-12-03 22:55
Trump,2021-12-03,I,35.865281,57.707884,2021-12-03 22:55
Biden,2021-12-03,R,29.560157,64.935236,2021-12-03 22:55
Trump,2021-12-03,R,76.134851,20.298546,2021-12-03 22:55
Biden,2021-12-03,all,61.23275,32.03621,2021-12-03 22:55
Trump,2021-12-03,all,38.269632,57.854772,2021-12-03 22:55
Biden,2021-11-03,D,91.293842,5.9784613,2021-11-03 13:00
Trump,2021-11-03,D,8.770641,88.884887,2021-11-03 13:00
Biden,2021-11-03,I,56.425792,33.903451,2021-11-03 13:00
Trump,2021-11-03,I,35.865281,57.707884,2021-11-03 13:00
Biden,2021-11-03,R,27.110972,65.428359,2021-11-03 13:00
Trump,2021-11-03,R,76.134851,20.298546,2021-11-03 13:00
Biden,2021-11-03,all,60.794811,31.956719,2021-11-03 13:00
Trump,2021-11-03,all,38.269632,57.854772,2021-11-03 13:00
Biden,2021-10-03,D,91.416204,5.7543703,2021-10-03 11:30
Trump,2021-10-03,D,8.770641,88.884887,2021-10-03 11:30
Biden,2021-10-03,I,55.824036,34.34187,2021-10-03 11:30
Trump,2021-10-03,I,35.865281,57.707884,2021-10-03 11:30
Biden,2021-10-03,R,26.834557,66.243381,2021-10-03 11:30
Trump,2021-10-03,R,76.134851,20.298546,2021-10-03 11:30
Biden,2021-10-03,all,60.573565,32.355251,2021-10-03 11:30
Trump,2021-10-03,all,38.269632,57.854772,2021-10-03 11:30
Biden,2021-09-03,D,91.571733,5.5715809,2021-09-03 21:50
Trump,2021-09-03,D,8.770641,88.884887,2021-09-03 21:50
Biden,2021-09-03,I,56.350962,33.057804,2021-09-03 21:50
Trump,2021-09-03,I,35.865281,57.707884,2021-09-03 21:50
Biden,2021-09-03,R,28.030449,65.105682,2021-09-03 21:50
Trump,2021-09-03,R,76.134851,20.298546,2021-09-03 21:50
Biden,2021-09-03,all,60.976938,31.842923,2021-09-03 21:50
Trump,2021-09-03,all,38.269632,57.854772,2021-09-03 21:50
Biden,2021-08-03,D,91.883068,5.2806057,2021-08-03 12:40
Trump,2021-08-03,D,8.770641,88.884887,2021-08-03 12:40
Biden,2021-08-03,I,57.644447,32.47821,2021-08-03 12:40
Trump,2021-08-03,I,35.865281,57.707884,2021-08-03 12:40
Biden,2021-08-03,R,28.381017,64.936163,2021-08-03 12:40
Trump,2021-08-03,R,76.134851,20.298546,2021-08-03 12:40
Biden,2021-08-03,all,61.409833,31.856879,2021-08-03 12:40
Trump,2021-08-03,all,38.269632,57.854772,2021-08-03 12:40
Biden,2021-07-03,D,91.883068,5.2806057,2021-08-03 09:35
Trump,2021-07-03,all,38.269632,57.854772,2021-08-03 09:35
Biden,2021-07-03,all,61.409833,31.856879,2021-08-03 09:35
Biden,2021-07-03,I,57.644447,32.47821,2021-08-03 09:35
Biden,2021-07-03,R,28.381017,64.936163,2021-08-03 09:35
Trump,2021-07-03,D,8.770641,88.884887,2021-08-03 09:35
Trump,2021-07-03,I,35.865281,57.707884,2021-08-03 09:35
Trump,2021-07-03,R,76.134851,20.298546,2021-08-03 09:35
Trump,2021-06-03,I,35.865281,57.707884,2021-08-03 09:35
Biden,2021-06-03,R,28.381017,64.936163,2021-08-03 09:35
Trump,2021-06-03,R,76.134851,20.298546,2021-08-03 09:35
Trump,2021-06-03,all,38.269632,57.854772,2021-08-03 09:35
Biden,2021-06-03,all,61.409833,31.856879,2021-08-03 09:35
Biden,2021-06-03,D,91.883068,5.2806057,2021-08-03 09:35
Trump,2021-06-03,D,8.770641,88.884887,2021-08-03 09:35
Biden,2021-06-03,I,57.644447,32.47821,2021-08-03 09:35
Biden,2021-05-03,D,91.883068,5.2806057,2021-05-03 19:55
Trump,2021-05-03,D,8.770641,88.884887,2021-05-03 19:55
Biden,2021-05-03,I,57.644447,32.47821,2021-05-03 19:55
Trump,2021-05-03,I,35.865281,57.707884,2021-05-03 19:55
Biden,2021-05-03,R,28.381017,64.936163,2021-05-03 19:55
Trump,2021-05-03,R,76.134851,20.298546,2021-05-03 19:55
Biden,2021-05-03,all,60.9944,31.801649,2021-05-03 19:55
Trump,2021-05-03,all,38.269632,57.854772,2021-05-03 19:55
Biden,2021-04-03,D,91.144697,5.5479862,2021-04-03 09:00
Trump,2021-04-03,D,8.770641,88.884887,2021-04-03 09:00
Biden,2021-04-03,I,56.825036,32.013771,2021-04-03 09:00
Trump,2021-04-03,I,35.865281,57.707884,2021-04-03 09:00
Biden,2021-04-03,R,26.376563,65.616745,2021-04-03 09:00
Trump,2021-04-03,R,76.134851,20.298546,2021-04-03 09:00
Biden,2021-04-03,all,60.055335,31.567818,2021-04-03 09:00
Trump,2021-04-03,all,38.269632,57.854772,2021-04-03 09:00
Biden,2021-03-03,D,91.016485,5.4562365,2021-03-03 10:50
Trump,2021-03-03,D,8.770641,88.884887,2021-03-03 10:50
Biden,2021-03-03,I,57.633971,32.034304,2021-03-03 10:50
Trump,2021-03-03,I,35.865281,57.707884,2021-03-03 10:50
Biden,2021-03-03,R,26.426701,65.80263,2021-03-03 10:50
Trump,2021-03-03,R,76.134851,20.298546,2021-03-03 10:50
Biden,2021-03-03,all,60.122923,31.47976,2021-03-03 10:50
Trump,2021-03-03,all,38.269632,57.854772,2021-03-03 10:50
Biden,2021-02-03,D,92.166665,5.2221916,2021-02-03 20:15
Trump,2021-02-03,D,8.770641,88.884887,2021-02-03 20:15
Biden,2021-02-03,I,57.714471,32.61621,2021-02-03 20:15
Trump,2021-02-03,I,35.865281,57.707884,2021-02-03 20:15
Biden,2021-02-03,R,26.652946,66.235195,2021-02-03 20:15
Trump,2021-02-03,R,76.134851,20.298546,2021-02-03 20:15
Biden,2021-02-03,all,60.052995,31.709031,2021-02-03 20:15
Trump,2021-02-03,all,38.269632,57.854772,2021-02-03 20:15
Biden,2021-01-03,all,60.052995,31.709031,2021-02-03 09:50
Trump,2021-01-03,all,38.269632,57.854772,2021-02-03 09:51
Biden,2021-01-03,I,57.714471,32.61621,2021-02-03 09:50
Biden,2021-01-03,D,92.166665,5.2221916,2021-02-03 09:50
Trump,2021-01-03,R,76.134851,20.298546,2021-02-03 09:50
Biden,2021-01-03,R,26.652946,66.235195,2021-02-03 09:50
Trump,2021-01-03,I,35.865281,57.707884,2021-02-03 09:50
Trump,2021-01-03,D,8.770641,88.884887,2021-02-03 09:50
Biden,2021-28-02,R,26.652946,66.235195,2021-02-03 09:50
Biden,2021-28-02,I,57.714471,32.61621,2021-02-03 09:50
Biden,2021-28-02,all,60.052995,31.709031,2021-02-03 09:50
Trump,2021-28-02,D,8.770641,88.884887,2021-02-03 09:50
Trump,2021-28-02,R,76.134851,20.298546,2021-02-03 09:50
Biden,2021-28-02,D,92.166665,5.2221916,2021-02-03 09:50
Trump,2021-28-02,I,35.865281,57.707884,2021-02-03 09:50
Trump,2021-28-02,all,38.269632,57.854772,2021-02-03 09:51
Trump,2021-27-02,all,38.269632,57.854772,2021-02-03 09:51
Trump,2021-27-02,I,35.865281,57.707884,2021-02-03 09:50
Biden,2021-27-02,all,60.052995,31.709031,2021-02-03 09:50
Biden,2021-27-02,I,57.714471,32.61621,2021-02-03 09:50
Biden,2021-27-02,R,26.652946,66.235195,2021-02-03 09:50
Trump,2021-27-02,D,8.770641,88.884887,2021-02-03 09:50
Trump,2021-27-02,R,76.134851,20.298546,2021-02-03 09:50
Biden,2021-27-02,D,92.166665,5.2221916,2021-02-03 09:50
Biden,2021-26-02,I,57.267652,32.794352,2021-26-02 15:10
Trump,2021-26-02,I,35.865281,57.707884,2021-26-02 15:10
Biden,2021-26-02,D,92.067834,5.220792,2021-26-02 15:10
Biden,2021-26-02,R,25.221517,67.380057,2021-26-02 15:10
Trump,2021-26-02,R,76.134851,20.298546,2021-26-02 15:10
Biden,2021-26-02,all,59.75054,31.892502,2021-26-02 15:10
Trump,2021-26-02,D,8.770641,88.884887,2021-26-02 15:10
Trump,2021-26-02,all,38.269632,57.854772,2021-26-02 15:10
Trump,2021-25-02,D,8.770641,88.884887,2021-26-02 15:10
Biden,2021-25-02,I,57.267652,32.794352,2021-26-02 15:10
Trump,2021-25-02,R,76.134851,20.298546,2021-26-02 15:10
Trump,2021-25-02,all,38.269632,57.854772,2021-26-02 15:10
Biden,2021-25-02,D,92.067834,5.220792,2021-26-02 15:10
Biden,2021-25-02,all,59.75054,31.892502,2021-26-02 15:10
Trump,2021-25-02,I,35.865281,57.707884,2021-26-02 15:10
Biden,2021-25-02,R,25.221517,67.380057,2021-26-02 15:10
Biden,2021-24-02,D,92.037021,4.4641201,2021-24-02 09:20
Trump,2021-24-02,D,8.770641,88.884887,2021-24-02 09:20
Biden,2021-24-02,I,55.541125,31.451305,2021-24-02 09:20
Trump,2021-24-02,I,35.865281,57.707884,2021-24-02 09:20
Biden,2021-24-02,R,23.030069,67.125414,2021-24-02 09:20
Trump,2021-24-02,R,76.134851,20.298546,2021-24-02 09:20
Biden,2021-24-02,all,59.743193,31.726422,2021-24-02 09:20
Trump,2021-24-02,all,38.269632,57.854772,2021-24-02 09:20
Biden,2021-23-02,D,91.901388,4.3734797,2021-23-02 10:05
Trump,2021-23-02,D,8.770641,88.884887,2021-23-02 10:05
Biden,2021-23-02,I,55.743332,31.175556,2021-23-02 10:05
Trump,2021-23-02,I,35.865281,57.707884,2021-23-02 10:05
Biden,2021-23-02,R,23.775803,65.925009,2021-23-02 10:05
Trump,2021-23-02,R,76.134851,20.298546,2021-23-02 10:05
Biden,2021-23-02,all,59.750691,31.621694,2021-23-02 10:05
Trump,2021-23-02,all,38.269632,57.854772,2021-23-02 10:05
Biden,2021-22-02,D,92.275475,4.093417,2021-22-02 19:55
Trump,2021-22-02,D,8.770641,88.884887,2021-22-02 19:55
Biden,2021-22-02,I,56.058795,30.611554,2021-22-02 19:55
Trump,2021-22-02,I,35.865281,57.707884,2021-22-02 19:55
Biden,2021-22-02,R,23.899672,65.475268,2021-22-02 19:55
